brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years,price_inr,price_per_kwh_inr,range_per_10k_inr,range_per_kwh,value_score,price_bucket
GM/Chevrolet,Bolt EUV,2021,Standard,44183.28,58.8,207.0,105.0,5.23,169.0,449.0,443.0,RWD,5,Van,64.7,1615.0,5,0,US,Mid-range,22786,3.51,4,3689303.88,62743.26,0.5611,3.5204,56.1081,₹25–50L
Audi,e-tron,2023,Standard,63313.85,56.2,189.0,110.0,6.71,138.0,298.0,281.0,AWD,5,Van,72.2,1632.0,4,1,Germany,Mid-range,25175,3.27,6,5286706.47,94069.51,0.3575,3.363,35.75,₹50–75L
Hyundai,Kona Electric,2024,Long Range,90974.8,80.4,296.0,119.4,4.7,179.0,1000.0,923.0,FWD,7,Van,72.6,1741.0,4,0,South Korea,Premium,59668,3.91,3,7596395.8,94482.53,0.3897,3.6816,38.9658,₹75–100L
Hyundai,Ioniq 5,2022,Performance,81725.25,71.7,234.0,189.2,3.79,197.0,1000.0,888.0,AWD,5,Sedan,37.0,1500.0,5,1,South Korea,Premium,72070,3.48,4,6824058.38,95175.15,0.3429,3.2636,34.2904,₹50–75L
Tesla,Model Y,2025,Long Range,64135.13,97.7,359.0,226.7,5.4,171.0,471.0,372.0,RWD,5,Hatchback,37.5,1742.0,4,3,US,Mid-range,427732,4.21,4,5355283.35,54813.55,0.6704,3.6745,67.0366,₹50–75L
Volkswagen,ID.4,2025,Performance,91483.89,74.2,246.0,206.1,3.02,199.0,1000.0,891.0,AWD,5,Coupe,37.3,1500.0,4,1,Germany,Premium,206750,3.64,3,7638904.82,102950.2,0.322,3.3154,32.2036,₹75–100L
Hyundai,i30,2024,Premium,40685.58,66.5,247.0,65.0,6.33,159.0,381.0,313.0,AWD,7,Hatchback,18.5,1548.0,5,0,South Korea,Mid-range,143645,3.36,4,3397245.93,51086.4,0.7271,3.7143,72.706,₹25–50L
BYD,Dolphin,2025,Base,52144.09,43.5,150.0,82.6,5.11,178.0,572.0,578.0,FWD,7,Hatchback,15.2,1600.0,4,0,China,Mid-range,212512,3.12,3,4354031.51,100092.68,0.3445,3.4483,34.4508,₹25–50L
BYD,Yuan Plus,2024,Base,73962.43,41.7,163.0,108.8,5.83,163.0,867.0,753.0,RWD,5,Sedan,18.4,1597.0,5,0,China,Premium,121424,3.25,3,6175862.9,148102.23,0.2639,3.9089,26.3931,₹50–75L
Volkswagen,ID.5,2023,Performance,62312.34,116.7,420.0,160.5,4.17,191.0,574.0,499.0,FWD,7,Sedan,30.5,1792.0,4,0,Germany,Mid-range,298301,3.59,3,5203080.39,44585.09,0.8072,3.599,80.7214,₹50–75L
Tesla,Model 3,2024,Long Range,73678.26,106.1,370.0,204.7,4.74,177.0,505.0,433.0,RWD,5,Coupe,29.7,1536.0,5,2,US,Premium,201869,3.99,5,6152134.71,57984.3,0.6014,3.4873,60.1417,₹50–75L
BYD,Leaf 50X,2021,Premium,32842.63,55.1,180.0,131.0,7.28,139.0,415.0,337.0,AWD,5,SUV,55.1,2155.0,4,1,China,Budget,173134,3.1,4,2742359.6,49770.59,0.6564,3.2668,65.6369,₹25–50L
BYD,Atto 3,2023,Performance,62874.95,71.7,262.0,179.3,3.15,200.0,691.0,603.0,RWD,5,Sedan,38.9,1665.0,4,0,China,Mid-range,207361,3.74,4,5250058.32,73222.57,0.499,3.6541,49.9042,₹50–75L
BYD,Atto 3,2022,Premium,107436.09,65.7,255.0,124.5,7.71,137.0,1000.0,899.0,RWD,5,SUV,37.8,1887.0,5,1,China,Luxury,201045,3.64,3,8970913.52,136543.58,0.2843,3.8813,28.4252,₹75–100L
Tesla,Model 3,2025,Premium,154568.94,68.0,235.0,285.7,5.02,170.0,1000.0,937.0,RWD,5,Coupe,21.2,1756.0,5,3,US,Luxury,245844,3.7,5,12906506.49,189801.57,0.1821,3.4559,18.2079,₹100–150L
Audi,e-tron,2024,Standard,62074.39,65.3,236.0,53.7,5.78,160.0,256.0,256.0,RWD,7,SUV,53.4,2242.0,5,2,Germany,Mid-range,41240,3.53,8,5183211.57,79375.37,0.4553,3.6141,45.5316,₹50–75L
Kia,EV6,2024,Performance,68316.17,76.4,262.0,155.3,3.88,189.0,785.0,658.0,RWD,7,Hatchback,23.8,1907.0,4,2,South Korea,Premium,86275,3.61,3,5704400.2,74664.92,0.4593,3.4293,45.9295,₹50–75L
BMW,iX,2023,Base,98461.71,53.0,185.0,121.0,6.84,142.0,800.0,752.0,FWD,7,Sedan,27.3,1509.0,5,2,Germany,Premium,22686,3.0,7,8221552.78,155123.64,0.225,3.4906,22.5018,₹75–100L
Ford,Mustang Mach-E,2023,Premium,61500.69,61.2,209.0,73.0,6.01,154.0,616.0,524.0,AWD,7,Sedan,15.4,1576.0,5,1,US,Mid-range,52208,3.39,4,5135307.62,83910.26,0.407,3.415,40.6986,₹50–75L
Hyundai,Ioniq 6,2024,Standard,60164.53,53.1,185.0,61.2,7.06,146.0,673.0,592.0,FWD,7,SUV,41.7,1827.0,5,1,South Korea,Mid-range,85467,3.29,5,5023738.26,94609.01,0.3683,3.484,36.8252,₹50–75L
Tesla,Model 3,2023,Standard,123171.93,71.8,246.0,208.4,6.3,150.0,907.0,860.0,FWD,5,Hatchback,24.7,1779.0,4,3,US,Luxury,165942,3.71,5,10284856.15,143243.12,0.2392,3.4262,23.9187,₹100–150L
Hyundai,i30,2024,Base,35093.17,77.1,295.0,136.0,7.96,134.0,249.0,207.0,FWD,5,Van,65.6,1663.0,4,2,South Korea,Mid-range,117101,3.46,4,2930279.7,38006.22,1.0067,3.8262,100.673,₹25–50L
Kia,Niro EV,2021,Premium,101333.39,70.5,249.0,104.0,5.45,170.0,1000.0,846.0,RWD,5,Van,71.2,1660.0,4,0,South Korea,Luxury,89918,3.29,4,8461338.06,120018.98,0.2943,3.5319,29.428,₹75–100L
GM/Chevrolet,Blazer EV,2022,Long Range,54305.64,86.4,289.0,121.7,5.96,162.0,669.0,612.0,FWD,5,Van,66.9,1708.0,5,2,US,Mid-range,18445,3.56,4,4534520.94,52482.88,0.6373,3.3449,63.7333,₹25–50L
Volkswagen,ID. Buzz,2025,Performance,58007.82,105.3,382.0,246.2,4.21,188.0,563.0,492.0,RWD,7,Van,67.8,1781.0,3,0,Germany,Mid-range,241176,3.98,3,4843652.97,45998.6,0.7887,3.6277,78.8661,₹25–50L
Tesla,Cybertruck,2024,Performance,188964.7,106.8,367.0,318.0,4.35,193.0,1000.0,912.0,RWD,7,Truck,67.4,2274.0,4,3,US,Luxury,239165,4.27,5,15778552.45,147739.26,0.2326,3.4363,23.2594,₹150–200L
BYD,Leaf 50X,2025,Standard,33650.32,63.9,231.0,79.2,7.37,134.0,332.0,340.0,AWD,7,Sedan,39.5,1698.0,4,1,China,Budget,210399,3.56,4,2809801.72,43971.86,0.8221,3.615,82.2122,₹25–50L
Volkswagen,ID. Buzz,2023,Base,31850.78,51.4,199.0,81.3,7.1,149.0,166.0,200.0,FWD,5,Sedan,30.7,1500.0,5,0,Germany,Budget,272903,3.24,3,2659540.13,51742.03,0.7482,3.8716,74.825,₹25–50L
BMW,iX,2026,Standard,111337.67,83.1,295.0,73.5,5.59,167.0,1000.0,922.0,RWD,7,Van,66.0,1641.0,4,1,Germany,Luxury,20689,3.65,7,9296695.44,111873.59,0.3173,3.5499,31.7317,₹75–100L
Kia,Sportage EV,2024,Standard,56593.19,56.2,197.0,62.4,5.24,170.0,590.0,549.0,RWD,5,SUV,55.4,2177.0,4,0,South Korea,Mid-range,135755,3.26,4,4725531.36,84084.19,0.4169,3.5053,41.6884,₹25–50L
Volkswagen,ID.3,2024,Base,71569.98,57.7,186.0,144.5,5.62,158.0,746.0,669.0,RWD,7,SUV,68.2,2030.0,5,1,Germany,Premium,287315,3.19,3,5976093.33,103571.81,0.3112,3.2236,31.124,₹50–75L
Porsche,Macan Electric,2023,Long Range,139594.69,75.6,252.0,292.5,4.35,179.0,611.0,473.0,FWD,7,Hatchback,25.3,1829.0,3,0,Germany,Luxury,9428,3.64,8,11656156.62,154181.97,0.2162,3.3333,21.6195,₹100–150L
Kia,Niro EV,2023,Standard,42128.98,66.6,226.0,79.4,6.82,145.0,371.0,263.0,FWD,7,Hatchback,33.2,1795.0,4,0,South Korea,Mid-range,121472,3.23,4,3517769.83,52819.37,0.6425,3.3934,64.2452,₹25–50L
BYD,Seagull,2023,Base,52361.13,60.0,186.0,121.5,7.42,142.0,534.0,449.0,FWD,7,Hatchback,32.1,1500.0,4,0,China,Mid-range,203886,3.06,3,4372154.35,72869.24,0.4254,3.1,42.542,₹25–50L
Tesla,Cybertruck,2022,Performance,161513.5,115.3,420.0,223.7,2.54,200.0,1000.0,924.0,RWD,5,Truck,75.1,2605.0,4,2,US,Luxury,172224,4.09,4,13486377.25,116967.71,0.3114,3.6427,31.1425,₹100–150L
Tesla,Model S,2025,Performance,99545.7,74.1,250.0,202.5,4.19,190.0,746.0,677.0,AWD,7,Hatchback,34.7,1588.0,4,2,US,Premium,244941,3.69,5,8312065.95,112173.63,0.3008,3.3738,30.0768,₹75–100L
BYD,Dolphin,2023,Premium,78664.3,82.8,301.0,145.4,6.95,137.0,845.0,776.0,AWD,5,Truck,74.0,2356.0,5,1,China,Premium,238674,3.59,4,6568469.05,79329.34,0.4582,3.6353,45.825,₹50–75L
Tesla,Model Y,2022,Base,75540.09,49.6,150.0,293.4,5.78,154.0,490.0,455.0,FWD,5,Coupe,23.0,1503.0,5,2,US,Premium,455317,3.27,6,6307597.52,127169.3,0.2378,3.0242,23.7808,₹50–75L
Tesla,Model S,2025,Performance,135540.84,85.8,296.0,299.2,3.77,188.0,1000.0,854.0,RWD,5,SUV,61.5,2369.0,5,3,US,Luxury,108193,3.98,5,11317660.14,131907.46,0.2615,3.4499,26.1538,₹100–150L
BYD,Seagull,2024,Base,24520.21,71.2,253.0,57.5,6.21,159.0,228.0,201.0,AWD,7,Hatchback,33.7,1739.0,5,1,China,Budget,191198,3.48,5,2047437.54,28756.15,1.2357,3.5534,123.5691,<₹25L
Tesla,Model Y,2026,Base,113350.86,73.5,268.0,207.2,6.51,155.0,835.0,807.0,FWD,7,Sedan,17.4,1500.0,5,2,US,Luxury,463970,3.62,6,9464796.81,128772.75,0.2832,3.6463,28.3155,₹75–100L
Audi,Q6 e-tron,2025,Base,80914.99,67.4,220.0,55.8,5.13,178.0,484.0,414.0,FWD,5,Sedan,30.0,1500.0,5,1,Germany,Premium,22856,3.44,7,6756401.66,100243.35,0.3256,3.2641,32.5617,₹50–75L
Tesla,Model X,2023,Performance,84447.94,72.5,255.0,322.2,3.35,200.0,602.0,569.0,FWD,5,Sedan,36.6,1535.0,4,2,US,Premium,103295,3.51,6,7051402.99,97260.73,0.3616,3.5172,36.163,₹50–75L
Hyundai,Ioniq,2024,Base,31858.49,76.6,274.0,140.3,5.5,171.0,286.0,243.0,FWD,7,Hatchback,24.0,1538.0,3,0,South Korea,Budget,89552,3.4,5,2660183.92,34728.25,1.03,3.577,103.0004,₹25–50L
Volkswagen,ID.5,2025,Standard,70801.47,60.4,204.0,126.5,7.51,137.0,785.0,727.0,FWD,7,SUV,66.5,1837.0,5,0,Germany,Premium,299914,3.54,4,5911922.74,97879.52,0.3451,3.3775,34.5065,₹50–75L
Polestar,4,2025,Standard,80679.27,41.3,155.0,112.6,5.25,170.0,456.0,427.0,AWD,5,Hatchback,33.2,1818.0,5,0,Sweden,Premium,7428,3.03,4,6736719.04,163116.68,0.2301,3.753,23.0082,₹50–75L
Tesla,Model S,2025,Base,29088.57,79.3,262.0,230.9,6.43,148.0,150.0,200.0,FWD,7,Van,79.5,1535.0,5,2,US,Budget,173989,4.17,6,2428895.6,30629.2,1.0787,3.3039,107.868,<₹25L
Volkswagen,ID.3,2026,Long Range,57231.82,83.1,283.0,81.4,4.75,170.0,586.0,546.0,RWD,7,Van,69.5,1604.0,4,1,Germany,Mid-range,290062,3.77,4,4778856.97,57507.3,0.5922,3.4055,59.2192,₹25–50L
Fisker,Ronin,2025,Premium,67039.1,75.0,271.0,92.9,7.99,127.0,473.0,448.0,AWD,7,Coupe,30.8,1735.0,5,1,US,Premium,2336,3.5,5,5597764.85,74636.86,0.4841,3.6133,48.4122,₹50–75L
Mercedes,EQG,2024,Base,72880.75,63.7,235.0,106.4,7.57,133.0,273.0,269.0,RWD,5,Truck,69.4,2466.0,4,1,Germany,Premium,46123,3.85,5,6085542.62,95534.42,0.3862,3.6892,38.6161,₹50–75L
Ford,E-Transit,2024,Premium,81884.76,79.5,280.0,54.3,7.91,134.0,950.0,893.0,AWD,5,Hatchback,22.8,1998.0,3,1,US,Premium,49332,3.58,4,6837377.46,86004.75,0.4095,3.522,40.9514,₹50–75L
BYD,Dolphin,2024,Base,27229.19,64.8,227.0,133.2,7.27,144.0,326.0,301.0,FWD,5,Hatchback,28.0,1522.0,5,0,China,Budget,118103,3.49,4,2273637.36,35087.0,0.9984,3.5031,99.84,<₹25L
Tesla,Cybertruck,2022,Performance,39719.77,75.3,297.0,204.3,3.65,200.0,277.0,273.0,AWD,5,Truck,70.2,2610.0,5,2,US,Mid-range,220959,4.0,5,3316600.8,44045.16,0.8955,3.9442,89.5495,₹25–50L
BMW,i4,2024,Long Range,83737.7,90.9,331.0,92.1,5.78,166.0,611.0,530.0,FWD,5,Sedan,22.8,1527.0,4,2,Germany,Premium,68789,3.44,6,6992097.95,76920.77,0.4734,3.6414,47.3392,₹50–75L
Rivian,R2,2025,Performance,104305.19,112.7,429.0,159.1,3.37,200.0,1000.0,875.0,FWD,7,Hatchback,29.3,1500.0,4,1,US,Luxury,26219,4.08,6,8709483.36,77280.24,0.4926,3.8066,49.2567,₹75–100L
Kia,EV6,2025,Performance,107335.21,101.2,372.0,208.4,3.71,187.0,1000.0,911.0,AWD,5,Truck,63.5,2775.0,5,0,South Korea,Luxury,56222,3.63,5,8962490.04,88562.15,0.4151,3.6759,41.5063,₹75–100L
Kia,Picanto EV,2026,Long Range,38689.25,93.0,330.0,69.7,5.24,173.0,322.0,295.0,FWD,7,SUV,67.4,1906.0,3,1,South Korea,Mid-range,112175,3.57,4,3230552.38,34737.12,1.0215,3.5484,102.1497,₹25–50L
BYD,Dolphin,2025,Standard,45068.52,56.6,195.0,112.5,5.42,162.0,472.0,438.0,RWD,5,Sedan,18.0,1566.0,5,0,China,Mid-range,196546,3.22,5,3763221.42,66488.01,0.5182,3.4452,51.8173,₹25–50L
Ford,E-Transit,2023,Standard,38404.42,49.1,193.0,124.0,6.99,148.0,300.0,298.0,FWD,5,Truck,79.1,3000.0,3,1,US,Mid-range,49683,3.43,4,3206769.07,65310.98,0.6019,3.9308,60.1852,₹25–50L
Tesla,Model S,2025,Standard,47711.51,47.2,173.0,321.6,5.99,154.0,308.0,261.0,FWD,5,Sedan,26.8,1500.0,4,2,US,Mid-range,180408,3.58,5,3983911.08,84404.9,0.4342,3.6653,43.4247,₹25–50L
BYD,Dolphin,2023,Long Range,77360.56,106.1,386.0,136.6,4.88,176.0,878.0,785.0,RWD,7,Truck,52.9,2502.0,5,1,China,Premium,154361,3.89,4,6459606.76,60882.25,0.5976,3.6381,59.756,₹50–75L
Volkswagen,ID. Buzz,2024,Base,65767.18,48.6,159.0,110.2,7.4,137.0,635.0,584.0,FWD,7,Van,66.8,1591.0,5,0,Germany,Premium,214102,3.4,5,5491559.53,112995.05,0.2895,3.2716,28.9535,₹50–75L
Hyundai,Ioniq 6,2025,Premium,72308.96,49.7,167.0,107.3,6.71,150.0,906.0,841.0,AWD,5,Van,64.1,1602.0,3,0,South Korea,Premium,143294,3.17,4,6037798.16,121484.87,0.2766,3.3602,27.6591,₹50–75L
BYD,Leaf 50X,2021,Performance,86937.42,114.7,426.0,245.8,4.0,200.0,961.0,894.0,FWD,7,Sedan,35.9,1500.0,5,1,China,Premium,145646,4.13,4,7259274.57,63289.23,0.5868,3.714,58.6835,₹50–75L
Tesla,Model 3,2026,Standard,127646.69,65.6,239.0,238.5,6.59,154.0,936.0,844.0,FWD,7,SUV,57.6,2416.0,4,2,US,Luxury,120535,3.74,4,10658498.62,162477.11,0.2242,3.6433,22.4234,₹100–150L
Kia,Sportage EV,2025,Long Range,37973.05,76.2,263.0,50.6,4.99,172.0,328.0,234.0,RWD,5,SUV,40.5,2061.0,4,2,South Korea,Mid-range,66783,3.42,4,3170749.68,41610.89,0.8295,3.4514,82.9457,₹25–50L
BYD,Atto 3,2023,Long Range,48954.46,94.7,326.0,56.1,4.75,184.0,512.0,464.0,AWD,5,Van,74.0,1616.0,5,1,China,Mid-range,200483,3.75,4,4087697.41,43164.7,0.7975,3.4424,79.7515,₹25–50L
Kia,EV9,2021,Long Range,60641.55,109.9,404.0,83.4,5.66,168.0,698.0,655.0,AWD,5,SUV,57.2,2142.0,5,2,South Korea,Mid-range,116742,3.9,5,5063569.42,46074.34,0.7979,3.6761,79.7856,₹50–75L
Tesla,Model S,2025,Long Range,89182.57,108.7,358.0,299.9,5.62,158.0,683.0,643.0,FWD,5,Truck,69.3,2123.0,4,2,US,Premium,161378,4.0,6,7446744.6,68507.31,0.4807,3.2935,48.0747,₹50–75L
Hyundai,Ioniq 5,2024,Premium,41142.11,53.2,176.0,90.5,5.85,160.0,367.0,339.0,AWD,5,Hatchback,17.5,1865.0,4,1,South Korea,Mid-range,133250,3.71,4,3435366.18,64574.55,0.5123,3.3083,51.2318,₹25–50L
Hyundai,Ioniq 5,2025,Long Range,49595.48,75.1,260.0,73.9,4.53,187.0,496.0,428.0,RWD,5,Coupe,18.4,1805.0,5,0,South Korea,Mid-range,108288,3.54,4,4141222.58,55142.78,0.6278,3.4621,62.7834,₹25–50L
Tesla,Model S,2025,Base,99045.61,69.9,238.0,316.4,7.86,125.0,716.0,620.0,FWD,5,SUV,60.9,2154.0,4,3,US,Premium,134937,3.58,5,8270308.44,118316.29,0.2878,3.4049,28.7776,₹75–100L
BYD,Leaf 50X,2024,Standard,68838.03,48.9,180.0,88.2,6.45,147.0,757.0,719.0,FWD,7,Coupe,19.4,1666.0,4,0,China,Premium,173863,3.01,5,5747975.5,117545.51,0.3132,3.681,31.3154,₹50–75L
Tesla,Model 3,2024,Long Range,54793.42,108.6,395.0,265.4,4.22,191.0,350.0,288.0,FWD,5,Hatchback,20.8,1657.0,4,3,US,Mid-range,136524,4.42,6,4575250.57,42129.38,0.8633,3.6372,86.3341,₹25–50L
Tesla,Cybertruck,2025,Premium,160711.64,76.8,290.0,265.0,6.64,153.0,1000.0,885.0,AWD,5,Truck,67.5,2776.0,5,2,US,Luxury,208796,3.95,5,13419421.94,174732.06,0.2161,3.776,21.6105,₹100–150L
Volvo,C40 Recharge,2026,Long Range,68234.87,75.5,251.0,127.0,5.73,165.0,493.0,456.0,FWD,5,SUV,41.7,2235.0,4,0,Sweden,Premium,22605,3.33,3,5697611.64,75465.05,0.4405,3.3245,44.0535,₹50–75L
BYD,Atto 3,2023,Base,53518.98,71.2,260.0,109.6,6.1,153.0,632.0,516.0,FWD,7,Hatchback,28.5,1500.0,4,2,China,Mid-range,222794,3.15,4,4468834.83,62764.53,0.5818,3.6517,58.1807,₹25–50L
Ford,E-Transit,2025,Standard,43156.03,81.3,293.0,146.7,7.18,139.0,341.0,288.0,FWD,5,Van,65.4,1526.0,4,2,US,Mid-range,34530,3.75,4,3603528.5,44323.84,0.8131,3.6039,81.3092,₹25–50L
BYD,Leaf 50X,2021,Base,44708.41,55.8,204.0,97.6,7.34,146.0,492.0,419.0,RWD,7,Hatchback,18.7,1500.0,4,0,China,Mid-range,132992,3.34,4,3733152.24,66902.37,0.5465,3.6559,54.6455,₹25–50L
BMW,i7,2022,Long Range,115394.15,98.5,343.0,61.0,4.94,167.0,1000.0,863.0,AWD,5,Sedan,18.5,1500.0,5,1,Germany,Luxury,58674,3.4,5,9635411.52,97821.44,0.356,3.4822,35.5979,₹75–100L
GM/Chevrolet,Bolt EUV,2025,Base,38010.06,62.7,226.0,57.0,7.27,137.0,303.0,283.0,RWD,7,Hatchback,27.0,1852.0,4,2,US,Mid-range,16274,3.18,4,3173840.01,50619.46,0.7121,3.6045,71.2071,₹25–50L
Kia,EV6,2024,Standard,70386.61,70.9,215.0,57.3,5.02,168.0,727.0,681.0,RWD,5,Sedan,38.7,1504.0,4,0,South Korea,Premium,72998,3.35,4,5877281.94,82895.37,0.3658,3.0324,36.5815,₹50–75L
Hyundai,Ioniq,2022,Long Range,67747.05,89.8,333.0,82.6,4.95,173.0,779.0,667.0,AWD,5,Coupe,29.8,1778.0,5,2,South Korea,Premium,100096,3.57,4,5656878.68,62994.19,0.5887,3.7082,58.8664,₹50–75L
Volkswagen,ID.4,2024,Performance,78109.65,110.5,383.0,158.6,2.78,200.0,886.0,783.0,FWD,7,Truck,78.0,2339.0,5,0,Germany,Premium,260956,3.68,4,6522155.78,59024.03,0.5872,3.4661,58.7229,₹50–75L
BYD,Max,2025,Base,23230.02,80.6,262.0,77.9,6.83,151.0,173.0,200.0,AWD,5,Van,71.2,1500.0,5,0,China,Budget,183226,3.75,4,1939706.67,24065.84,1.3507,3.2506,135.072,<₹25L
Rivian,R1S,2026,Standard,87078.44,72.1,262.0,114.3,6.22,150.0,1000.0,898.0,RWD,5,Coupe,28.0,1649.0,5,0,US,Premium,21561,3.72,5,7271049.74,100846.74,0.3603,3.6338,36.0333,₹50–75L
Mercedes,EQG,2023,Long Range,133058.62,89.4,309.0,123.4,5.84,158.0,777.0,661.0,AWD,7,Truck,65.8,2651.0,5,1,Germany,Luxury,29039,3.99,8,11110394.77,124277.35,0.2781,3.4564,27.8118,₹100–150L
Fisker,Ronin,2026,Base,89077.35,81.7,286.0,60.9,6.38,155.0,727.0,707.0,FWD,5,Coupe,33.3,1746.0,4,2,US,Premium,28442,3.61,5,7437958.72,91039.89,0.3845,3.5006,38.4514,₹50–75L
Tesla,Model 3,2025,Premium,106221.52,66.8,251.0,322.1,7.55,134.0,785.0,681.0,AWD,7,Sedan,24.8,1593.0,4,2,US,Luxury,106799,3.65,5,8869496.92,132776.9,0.283,3.7575,28.2992,₹75–100L
GM/Chevrolet,Bolt EV,2024,Standard,59253.96,56.6,223.0,145.1,5.33,160.0,753.0,666.0,RWD,7,Truck,64.0,2655.0,5,2,US,Mid-range,22516,3.7,4,4947705.66,87415.29,0.4507,3.9399,45.0714,₹25–50L
NIO,ET6,2025,Standard,70152.19,44.1,160.0,64.9,5.79,156.0,523.0,459.0,AWD,7,Truck,60.4,2579.0,5,0,China,Premium,21427,3.0,3,5857707.86,132827.84,0.2731,3.6281,27.3144,₹50–75L
Tesla,Model X,2022,Standard,45367.75,80.8,287.0,280.7,7.63,134.0,319.0,269.0,FWD,5,Sedan,32.8,1627.0,5,2,US,Mid-range,112809,3.72,5,3788207.12,46883.75,0.7576,3.552,75.7614,₹25–50L
Tesla,Cybertruck,2026,Base,101101.42,71.8,255.0,345.4,5.47,163.0,743.0,693.0,RWD,5,Truck,58.6,2449.0,3,2,US,Luxury,118722,3.89,5,8441968.57,117576.16,0.3021,3.5515,30.2062,₹75–100L
GM/Chevrolet,Silverado EV,2024,Performance,71690.64,77.9,282.0,184.2,2.81,200.0,1000.0,943.0,AWD,5,Sedan,36.0,1500.0,4,1,US,Premium,26479,3.38,3,5986168.44,76844.27,0.4711,3.62,47.1086,₹50–75L
Kia,EV6,2026,Base,65902.95,59.6,203.0,101.4,7.56,132.0,701.0,645.0,AWD,5,Sedan,19.5,1918.0,4,1,South Korea,Premium,95119,3.3,4,5502896.32,92330.48,0.3689,3.406,36.8897,₹50–75L
Mercedes,GLE EV,2024,Performance,178911.77,79.7,265.0,204.2,4.48,187.0,1000.0,924.0,AWD,5,Truck,71.7,2315.0,4,2,Germany,Luxury,68804,3.85,6,14939132.8,187442.07,0.1774,3.325,17.7386,₹100–150L
Tesla,Model Y,2025,Long Range,97027.38,108.3,372.0,265.9,5.23,170.0,708.0,592.0,RWD,5,Truck,60.6,2443.0,5,2,US,Premium,401761,4.12,4,8101786.23,74808.74,0.4592,3.4349,45.9158,₹75–100L
Ford,F-150 Lightning,2025,Long Range,53281.67,84.7,295.0,89.2,5.45,173.0,587.0,498.0,FWD,4,Truck,66.6,2590.0,4,0,US,Mid-range,59310,3.42,4,4449019.44,52526.79,0.6631,3.4829,66.3067,₹25–50L
Tesla,Model Y,2023,Standard,53432.36,79.6,289.0,218.5,6.41,146.0,397.0,369.0,AWD,7,Coupe,31.6,1500.0,5,2,US,Mid-range,490497,3.93,6,4461602.06,56050.28,0.6477,3.6307,64.7749,₹25–50L
Tesla,Model X,2025,Long Range,92231.53,76.0,264.0,230.5,5.11,177.0,643.0,559.0,FWD,5,Van,79.3,1571.0,4,2,US,Premium,226342,3.56,5,7701332.76,101333.33,0.3428,3.4737,34.2798,₹75–100L
Tesla,Model X,2024,Standard,125065.93,50.7,159.0,274.5,5.27,172.0,917.0,842.0,RWD,7,Hatchback,34.8,1620.0,4,2,US,Luxury,243623,3.24,6,10443005.15,205976.43,0.1523,3.1361,15.2255,₹100–150L
Ford,F-150 Lightning,2020,Long Range,67768.09,83.3,291.0,91.9,4.58,173.0,752.0,718.0,FWD,2,Truck,54.9,2624.0,5,0,US,Premium,25258,3.54,4,5658635.52,67930.8,0.5143,3.4934,51.4258,₹50–75L
BMW,i3,2026,Standard,62674.5,70.6,211.0,55.7,6.14,160.0,342.0,306.0,FWD,5,Coupe,18.0,1500.0,3,1,Germany,Mid-range,61611,3.24,6,5233320.75,74126.36,0.4032,2.9887,40.3186,₹50–75L
Hyundai,Kona Electric,2023,Long Range,40702.92,77.5,277.0,76.4,4.65,183.0,398.0,317.0,AWD,5,SUV,61.4,2484.0,4,1,South Korea,Mid-range,128695,3.64,4,3398693.82,43854.11,0.815,3.5742,81.5019,₹25–50L
Volkswagen,ID. Buzz,2026,Premium,50055.73,71.2,256.0,121.7,7.42,140.0,445.0,413.0,RWD,7,Hatchback,37.1,1500.0,5,0,Germany,Mid-range,296123,3.65,3,4179653.46,58703.0,0.6125,3.5955,61.2491,₹25–50L
Audi,e-tron GT,2023,Base,67690.27,64.3,232.0,90.1,6.29,158.0,335.0,307.0,RWD,5,Sedan,19.6,1806.0,4,1,Germany,Premium,63429,3.38,5,5652137.54,87902.61,0.4105,3.6081,41.0464,₹50–75L
Volkswagen,ID.3,2024,Long Range,37557.87,86.2,299.0,109.8,4.74,175.0,291.0,288.0,FWD,7,Coupe,33.1,1738.0,5,0,Germany,Mid-range,247190,3.68,4,3136082.14,36381.46,0.9534,3.4687,95.3419,₹25–50L
Ford,E-Transit,2024,Standard,48328.54,81.9,268.0,116.4,7.97,132.0,460.0,436.0,AWD,7,SUV,69.5,2108.0,4,0,US,Mid-range,34857,3.47,3,4035433.09,49272.69,0.6641,3.2723,66.4117,₹25–50L
Volkswagen,ID. Aero,2025,Long Range,102771.71,104.2,392.0,112.5,5.33,174.0,1000.0,854.0,FWD,5,Van,77.2,2045.0,4,1,Germany,Luxury,235887,3.78,5,8581437.78,82355.45,0.4568,3.762,45.68,₹75–100L
Volkswagen,ID. Aero,2025,Long Range,97037.17,79.8,284.0,132.3,5.42,167.0,1000.0,875.0,RWD,5,Coupe,32.1,1540.0,4,0,Germany,Premium,292071,3.47,4,8102603.7,101536.39,0.3505,3.5589,35.0505,₹75–100L
Hyundai,i30,2025,Long Range,81032.96,109.2,372.0,121.6,5.8,171.0,1000.0,882.0,RWD,7,Coupe,31.9,1543.0,5,2,South Korea,Premium,132543,3.49,4,6766252.16,61962.02,0.5498,3.4066,54.9787,₹50–75L
