brand,model,year,variant,horsepower,torque_nm,acceleration_0_60_mph,top_speed_mph,price_inr,market_segment,power_to_price
Tesla,Model X,2021,Base,493.0,397.0,7.17,136.0,5578975.68,Premium,88.3675
Volkswagen,ID.5,2024,Long Range,493.0,434.0,5.15,161.0,4270371.2,Mid-range,115.4466
GM/Chevrolet,Silverado EV,2020,Long Range,493.0,447.0,4.96,174.0,3784869.63,Mid-range,130.2555
Tesla,Model 3,2023,Standard,492.0,417.0,7.89,121.0,5695132.53,Premium,86.3896
BYD,Leaf 50X,2021,Base,492.0,419.0,7.34,146.0,3733152.24,Mid-range,131.7921
Kia,Picanto EV,2024,Long Range,491.0,455.0,5.25,165.0,4202393.01,Mid-range,116.8382
NIO,EC6,2022,Standard,491.0,423.0,5.34,169.0,5351207.72,Mid-range,91.755
Tesla,Model Y,2022,Base,490.0,455.0,5.78,154.0,6307597.52,Premium,77.6841
Volkswagen,ID.3,2024,Premium,490.0,386.0,6.85,153.0,4137500.99,Mid-range,118.429
BMW,i3,2024,Performance,489.0,443.0,3.4,200.0,6120674.42,Premium,79.8932
Kia,EV6,2022,Performance,489.0,421.0,3.29,200.0,4010378.08,Mid-range,121.9336
BMW,i5,2024,Standard,489.0,453.0,6.38,155.0,6569490.26,Premium,74.435
Lucid,Air,2026,Base,488.0,458.0,7.96,127.0,11512986.68,Luxury,42.3869
Tesla,Model 3,2024,Long Range,487.0,482.0,5.48,169.0,6242998.58,Premium,78.0074
Mercedes,EQG,2025,Long Range,486.0,470.0,4.86,167.0,7898810.26,Premium,61.5283
Tesla,Model S,2024,Premium,486.0,420.0,5.19,166.0,5570094.62,Premium,87.2517
Volkswagen,ID. Aero,2024,Long Range,485.0,454.0,4.84,186.0,4537026.78,Mid-range,106.8982
BYD,Qin,2022,Base,484.0,431.0,6.3,162.0,3905005.26,Mid-range,123.9435
Kia,EV9,2025,Long Range,484.0,432.0,4.48,185.0,4092517.86,Mid-range,118.2646
Audi,Q6 e-tron,2025,Base,484.0,414.0,5.13,178.0,6756401.66,Premium,71.6358
BYD,Leaf 50X,2024,Base,484.0,435.0,5.42,176.0,3836045.11,Mid-range,126.1716
Fisker,Ocean,2026,Standard,483.0,473.0,5.74,160.0,5663388.34,Premium,85.2846
BMW,i7,2021,Long Range,482.0,442.0,4.66,181.0,6294279.26,Premium,76.5775
BMW,i3,2025,Standard,482.0,447.0,5.37,172.0,6320869.0,Premium,76.2553
Xiaomi,SU7,2025,Base,481.0,404.0,7.22,137.0,4662329.38,Mid-range,103.1673
Tesla,Model S,2025,Standard,480.0,402.0,6.73,146.0,5635399.14,Premium,85.1759
GM/Chevrolet,Blazer EV,2024,Long Range,478.0,443.0,4.0,195.0,3904499.24,Mid-range,122.4229
Hyundai,Ioniq,2025,Base,478.0,396.0,5.25,174.0,3765857.51,Mid-range,126.9299
Mercedes,EQG,2024,Long Range,477.0,445.0,4.61,177.0,7998885.0,Premium,59.6333
GM/Chevrolet,Blazer EV,2025,Standard,476.0,426.0,5.21,174.0,3922035.92,Mid-range,121.3655
GM/Chevrolet,Blazer EV,2023,Standard,476.0,404.0,7.67,130.0,3802133.26,Mid-range,125.1929
NIO,ET6,2025,Performance,476.0,420.0,2.63,200.0,5062164.96,Mid-range,94.0309
Tesla,Model S,2023,Premium,475.0,444.0,6.85,147.0,5369667.06,Mid-range,88.4599
Ford,F-150 Lightning,2026,Standard,475.0,390.0,5.73,160.0,4318012.12,Mid-range,110.0043
Hyundai,Kona Electric,2026,Standard,475.0,411.0,6.59,154.0,3815293.69,Mid-range,124.4989
BYD,Yuan Plus,2025,Long Range,474.0,373.0,5.38,167.0,4058100.84,Mid-range,116.8034
Mercedes,EQG,2025,Long Range,474.0,389.0,4.32,178.0,8521244.3,Luxury,55.6257
Audi,e-tron,2025,Base,474.0,339.0,5.49,162.0,6612847.63,Premium,71.6787
Kia,EV6,2026,Performance,473.0,442.0,3.16,198.0,3909745.55,Mid-range,120.9797
Fisker,Ronin,2025,Premium,473.0,448.0,7.99,127.0,5597764.85,Premium,84.498
Tesla,Cybertruck,2025,Base,473.0,453.0,6.25,155.0,5798806.96,Premium,81.5685
Hyundai,Ioniq 6,2025,Standard,473.0,446.0,7.3,133.0,3869430.08,Mid-range,122.2402
Kia,EV9,2024,Performance,472.0,488.0,3.13,195.0,4179700.22,Mid-range,112.9268
BYD,Dolphin,2025,Standard,472.0,438.0,5.42,162.0,3763221.42,Mid-range,125.4245
Fisker,Ronin,2024,Base,472.0,380.0,6.84,143.0,5473958.56,Premium,86.2264
Tesla,Model Y,2025,Long Range,471.0,372.0,5.4,171.0,5355283.35,Mid-range,87.9505
Fisker,Ronin,2025,Base,471.0,426.0,7.34,137.0,5092372.75,Mid-range,92.4913
Tesla,Model S,2025,Standard,471.0,404.0,6.16,156.0,5615933.62,Premium,83.8685
Volkswagen,ID.5,2024,Long Range,470.0,420.0,4.43,177.0,4380123.6,Mid-range,107.3029
Tesla,Model 3,2023,Premium,470.0,501.0,5.86,166.0,5662212.65,Premium,83.0064
NIO,EL6,2025,Standard,469.0,405.0,5.82,156.0,5453222.18,Premium,86.0042
Tesla,Model S,2025,Base,469.0,481.0,7.33,137.0,5520498.96,Premium,84.9561
BYD,Qin,2026,Base,469.0,441.0,7.08,140.0,3770714.71,Mid-range,124.3796
BMW,i4,2026,Standard,467.0,428.0,6.52,146.0,6094592.36,Premium,76.6253
BYD,Dolphin,2021,Performance,466.0,418.0,3.07,200.0,3672820.14,Mid-range,126.878
Hyundai,Kona Electric,2024,Performance,465.0,435.0,3.13,198.0,3646215.38,Mid-range,127.5295
GM/Chevrolet,Bolt EV,2024,Performance,465.0,370.0,3.14,192.0,3654996.24,Mid-range,127.2231
Volkswagen,ID.3,2023,Premium,464.0,379.0,7.09,141.0,4430889.09,Mid-range,104.7194
BMW,i5,2024,Standard,464.0,410.0,6.79,142.0,5877519.91,Premium,78.9449
Hyundai,Ioniq 6,2025,Performance,463.0,391.0,3.55,200.0,3959154.17,Mid-range,116.9442
GM/Chevrolet,Silverado EV,2024,Standard,460.0,408.0,5.39,171.0,3552540.06,Mid-range,129.4848
Volkswagen,ID.3,2021,Long Range,460.0,436.0,5.8,171.0,4422742.83,Mid-range,104.0079
Ford,E-Transit,2024,Standard,460.0,436.0,7.97,132.0,4035433.09,Mid-range,113.9902
BYD,Atto 3,2025,Premium,460.0,455.0,7.84,134.0,3803739.8,Mid-range,120.9336
Polestar,2,2020,Base,459.0,443.0,6.86,156.0,6885015.88,Premium,66.6665
BYD,Leaf 50X,2025,Premium,459.0,427.0,7.2,138.0,3497121.95,Mid-range,131.2508
Audi,e-tron,2025,Premium,459.0,414.0,6.02,161.0,6708645.51,Premium,68.4192
Volkswagen,ID. Buzz,2025,Standard,459.0,410.0,5.73,170.0,4613163.74,Mid-range,99.4979
Hyundai,Kona Electric,2025,Base,458.0,417.0,6.39,153.0,3845691.03,Mid-range,119.0943
Tesla,Model 3,2025,Performance,458.0,401.0,4.19,183.0,4880820.49,Mid-range,93.8367
Mercedes,EQE,2026,Premium,457.0,407.0,7.41,136.0,7789446.13,Premium,58.6691
Audi,e-tron,2023,Long Range,456.0,415.0,4.67,170.0,6858355.16,Premium,66.4882
Polestar,4,2025,Standard,456.0,427.0,5.25,170.0,6736719.04,Premium,67.6887
BMW,i3,2024,Premium,455.0,425.0,5.58,165.0,6627521.92,Premium,68.6531
Tesla,Cybertruck,2025,Base,455.0,329.0,7.35,145.0,5415980.34,Mid-range,84.0106
Tesla,Model S,2021,Performance,454.0,476.0,3.9,197.0,6416782.95,Premium,70.752
GM/Chevrolet,Bolt EUV,2024,Premium,453.0,469.0,7.81,120.0,3646301.38,Mid-range,124.2355
GM/Chevrolet,Bolt EV,2024,Long Range,452.0,383.0,4.7,178.0,3452998.88,Mid-range,130.9007
Tesla,Model S,2025,Performance,452.0,389.0,4.22,192.0,5727575.62,Premium,78.9165
Volkswagen,ID. Aero,2024,Base,452.0,424.0,7.73,135.0,4379651.82,Mid-range,103.2046
GM/Chevrolet,Bolt EUV,2021,Base,451.0,389.0,6.97,141.0,3349989.94,Mid-range,134.6273
Audi,e-tron,2025,Base,451.0,409.0,6.43,150.0,5965773.56,Premium,75.5979
BYD,Qin,2025,Base,450.0,423.0,5.63,165.0,3663023.92,Mid-range,122.8493
Audi,Q6 e-tron,2020,Long Range,449.0,388.0,5.43,165.0,6401599.31,Premium,70.1387
GM/Chevrolet,Bolt EUV,2021,Standard,449.0,443.0,5.23,169.0,3689303.88,Mid-range,121.7032
BYD,Seagull,2020,Long Range,449.0,397.0,5.39,166.0,4068114.16,Mid-range,110.3706
Tesla,Model S,2023,Performance,448.0,345.0,3.66,200.0,5427905.81,Premium,82.5364
GM/Chevrolet,Blazer EV,2024,Performance,448.0,355.0,4.37,186.0,3450929.75,Mid-range,129.8201
Hyundai,Kona Electric,2025,Long Range,448.0,378.0,4.32,192.0,3628884.12,Mid-range,123.4539
Rivian,R1T,2021,Standard,448.0,384.0,7.15,141.0,6263328.32,Premium,71.5275
Mercedes,EQC,2025,Premium,447.0,344.0,6.24,157.0,7607534.7,Premium,58.7575
Tesla,Model Y,2025,Long Range,446.0,472.0,5.81,162.0,5929272.38,Premium,75.22
Tesla,Model Y,2023,Long Range,446.0,387.0,4.17,188.0,5318339.62,Mid-range,83.8608
Hyundai,Ioniq 6,2022,Premium,446.0,421.0,5.73,159.0,3806598.84,Mid-range,117.165
Mercedes,EQS,2025,Performance,446.0,356.0,3.79,192.0,7877575.37,Premium,56.6164
Hyundai,Ioniq 5,2025,Base,445.0,414.0,6.54,148.0,3873159.19,Mid-range,114.8933
Tesla,Model X,2022,Performance,445.0,394.0,3.71,189.0,5534210.5,Premium,80.4089
Ford,E-Transit,2025,Base,445.0,381.0,6.31,153.0,3961465.45,Mid-range,112.3322
Volkswagen,ID. Buzz,2026,Premium,445.0,413.0,7.42,140.0,4179653.46,Mid-range,106.4682
Hyundai,Kona Electric,2025,Long Range,444.0,434.0,5.07,179.0,3604544.7,Mid-range,123.1778
BYD,Max,2026,Standard,444.0,446.0,5.53,167.0,3544223.46,Mid-range,125.2743
Tesla,Model S,2025,Long Range,444.0,423.0,4.45,179.0,5652153.41,Premium,78.5541
BYD,Yuan Plus,2024,Standard,444.0,426.0,6.4,155.0,3584018.73,Mid-range,123.8833
BMW,i4,2024,Long Range,444.0,391.0,5.43,172.0,5829620.14,Premium,76.1628
Volkswagen,ID.4,2020,Premium,443.0,450.0,5.45,175.0,4058814.76,Mid-range,109.1452
Tesla,Model S,2024,Performance,443.0,372.0,4.04,184.0,5253869.26,Mid-range,84.3188
Kia,EV6,2025,Long Range,443.0,412.0,4.41,182.0,3883835.5,Mid-range,114.0625
Volkswagen,ID.3,2025,Base,443.0,400.0,6.01,161.0,3996469.49,Mid-range,110.8478
Polestar,3,2024,Standard,442.0,411.0,6.46,159.0,6423720.13,Premium,68.8075
Polestar,3,2023,Long Range,442.0,379.0,5.68,160.0,6444712.86,Premium,68.5834
Audi,Q6 e-tron,2026,Performance,441.0,398.0,2.94,200.0,6596555.11,Premium,66.8531
Tesla,Model X,2023,Premium,440.0,387.0,7.15,143.0,4506793.1,Mid-range,97.6304
Hyundai,Ioniq,2024,Standard,440.0,435.0,7.07,146.0,3728691.66,Mid-range,118.0039
Volkswagen,ID.4,2023,Long Range,439.0,385.0,4.66,191.0,4136415.49,Mid-range,106.1305
Kia,Picanto EV,2025,Base,439.0,379.0,6.09,154.0,4086070.83,Mid-range,107.4382
GM/Chevrolet,Equinox EV,2026,Performance,438.0,442.0,2.86,200.0,3552036.56,Mid-range,123.3095
BMW,i5,2024,Base,438.0,406.0,7.83,134.0,6170705.94,Premium,70.9805
Volkswagen,ID.4,2026,Base,438.0,401.0,7.32,141.0,4139571.78,Mid-range,105.808
GM/Chevrolet,Bolt EUV,2025,Performance,436.0,366.0,4.45,182.0,3739492.39,Mid-range,116.5934
BMW,i5,2025,Premium,436.0,426.0,7.21,143.0,5956536.8,Premium,73.1969
Volkswagen,ID.3,2024,Performance,436.0,358.0,2.79,200.0,4183140.42,Mid-range,104.2279
Audi,Q4 e-tron,2023,Base,435.0,384.0,5.28,174.0,6370400.37,Premium,68.2846
BYD,Atto 3,2024,Long Range,435.0,398.0,5.33,168.0,3499053.3,Mid-range,124.3193
BMW,iX,2024,Long Range,435.0,336.0,4.66,181.0,6166878.3,Premium,70.5381
Xiaomi,SU7,2025,Premium,434.0,369.0,5.94,162.0,4635385.6,Mid-range,93.6276
Hyundai,Ioniq 5,2025,Base,432.0,362.0,6.29,154.0,3556438.68,Mid-range,121.4698
Ford,E-Transit,2022,Long Range,432.0,411.0,5.1,179.0,3733720.04,Mid-range,115.7023
Hyundai,Ioniq 6,2026,Premium,431.0,387.0,7.22,141.0,3668173.37,Mid-range,117.4972
Tesla,Model S,2025,Standard,431.0,362.0,7.32,147.0,4912411.04,Mid-range,87.737
Audi,Q6 e-tron,2024,Standard,431.0,377.0,7.68,142.0,6171550.96,Premium,69.8366
Tesla,Model Y,2021,Base,431.0,386.0,5.9,157.0,4994637.67,Mid-range,86.2925
Tesla,Cybertruck,2025,Standard,429.0,358.0,6.71,151.0,5094625.58,Mid-range,84.2064
Tesla,Cybertruck,2021,Base,429.0,370.0,7.79,130.0,5395232.26,Mid-range,79.5146
Hyundai,Ioniq 5,2026,Performance,429.0,426.0,3.97,189.0,3877393.48,Mid-range,110.6413
Volkswagen,ID.4,2025,Long Range,429.0,423.0,5.75,166.0,3965075.16,Mid-range,108.1947
Tesla,Cybertruck,2024,Long Range,428.0,397.0,5.26,163.0,4808503.65,Mid-range,89.009
Audi,e-tron,2025,Standard,428.0,409.0,7.48,131.0,6496964.66,Premium,65.8769
Mercedes,EQE,2023,Performance,427.0,373.0,4.23,192.0,7655996.43,Premium,55.7733
GM/Chevrolet,Bolt EV,2024,Standard,425.0,341.0,6.06,154.0,3144555.72,Mid-range,135.1542
Volkswagen,ID. Buzz,2025,Standard,425.0,364.0,6.74,152.0,4025439.81,Mid-range,105.5785
Hyundai,Ioniq 6,2024,Premium,424.0,385.0,5.18,171.0,3803117.72,Mid-range,111.4875
Tesla,Model X,2025,Premium,423.0,399.0,7.92,143.0,5032966.68,Mid-range,84.0459
GM/Chevrolet,Silverado EV,2023,Performance,422.0,385.0,2.96,200.0,3586168.86,Mid-range,117.6743
BYD,Leaf 50X,2024,Long Range,422.0,409.0,4.95,176.0,3510436.86,Mid-range,120.213
Mercedes,EQC,2024,Performance,422.0,414.0,2.67,200.0,7322141.72,Premium,57.6334
Mercedes,GLE EV,2022,Base,421.0,339.0,5.86,162.0,7896668.48,Premium,53.3136
Tesla,Model Y,2025,Performance,420.0,356.0,3.58,195.0,5287484.7,Mid-range,79.4329
Kia,Niro EV,2020,Base,419.0,386.0,5.92,156.0,3885504.66,Mid-range,107.8367
BMW,i7,2022,Standard,419.0,314.0,7.58,140.0,5839357.9,Premium,71.7545
Toyota,bZ Compact SUV,2020,Base,419.0,383.0,7.8,133.0,3972077.46,Mid-range,105.4864
Volkswagen,ID. Buzz,2026,Base,418.0,376.0,7.47,137.0,3894012.48,Mid-range,107.3443
BMW,iX,2025,Standard,418.0,412.0,6.96,144.0,5533765.44,Premium,75.5363
BYD,Yuan Plus,2021,Performance,418.0,410.0,3.74,192.0,3042640.64,Mid-range,137.3807
Toyota,bZ4X,2025,Standard,417.0,358.0,5.33,165.0,3888487.28,Mid-range,107.2396
Tesla,Model S,2025,Performance,416.0,357.0,3.07,200.0,5159606.12,Mid-range,80.6263
Hyundai,Ioniq 6,2025,Performance,416.0,397.0,3.82,192.0,3827472.16,Mid-range,108.6879
Hyundai,Ioniq,2022,Standard,416.0,406.0,5.35,173.0,3276639.36,Mid-range,126.9593
Audi,Q4 e-tron,2026,Long Range,416.0,348.0,5.29,176.0,5964851.72,Premium,69.7419
BYD,Dolphin,2025,Base,415.0,379.0,5.69,161.0,3580161.03,Mid-range,115.9166
Ford,Explorer EV,2025,Standard,415.0,361.0,5.12,166.0,3947495.06,Mid-range,105.13
BYD,Leaf 50X,2021,Premium,415.0,337.0,7.28,139.0,2742359.6,Budget,151.3295
Kia,Picanto EV,2020,Base,414.0,337.0,6.52,155.0,3724879.06,Mid-range,111.1445
GM/Chevrolet,Bolt EV,2025,Long Range,410.0,390.0,5.89,166.0,3146563.06,Mid-range,130.3009
BMW,i3,2023,Standard,410.0,318.0,5.05,176.0,5653377.52,Premium,72.523
Audi,e-tron,2025,Standard,409.0,398.0,7.8,139.0,6093182.88,Premium,67.1242
GM/Chevrolet,Bolt EV,2024,Standard,407.0,344.0,7.08,148.0,3384617.39,Mid-range,120.2499
Ford,E-Transit,2025,Standard,406.0,375.0,5.0,181.0,4172508.36,Mid-range,97.3036
BYD,Max,2024,Base,406.0,327.0,5.31,169.0,3045025.4,Mid-range,133.3322
Volkswagen,ID. Buzz,2022,Performance,404.0,347.0,4.37,198.0,3854381.71,Mid-range,104.8158
Tesla,Cybertruck,2023,Base,404.0,327.0,7.6,136.0,5194793.01,Mid-range,77.7702
Volkswagen,ID. Buzz,2023,Performance,403.0,349.0,4.32,182.0,4183129.56,Mid-range,96.3394
Tesla,Model S,2024,Performance,402.0,369.0,2.86,200.0,5365821.89,Mid-range,74.9186
Mercedes,EQC,2026,Premium,402.0,345.0,7.04,131.0,7495519.45,Premium,53.632
Hyundai,Ioniq 6,2024,Performance,402.0,391.0,4.01,188.0,3681363.86,Mid-range,109.1987
BYD,Yuan Plus,2024,Base,402.0,324.0,7.19,138.0,3372567.5,Mid-range,119.197
Tesla,Model 3,2020,Long Range,401.0,349.0,4.55,178.0,5488880.85,Premium,73.0568
BYD,Qin,2023,Base,401.0,356.0,5.79,164.0,3353375.03,Mid-range,119.581
Ford,E-Transit,2023,Base,401.0,336.0,5.56,165.0,3524395.56,Mid-range,113.7784
BYD,Max,2024,Standard,400.0,312.0,5.19,170.0,3317263.78,Mid-range,120.5813
Audi,e-tron GT,2025,Base,400.0,342.0,7.04,145.0,5821303.54,Premium,68.7131
Kia,Picanto EV,2023,Base,399.0,351.0,7.02,155.0,3521346.14,Mid-range,113.3089
Toyota,bZ4X,2025,Standard,399.0,387.0,6.03,159.0,4078701.12,Mid-range,97.8253
Ford,Explorer EV,2023,Standard,399.0,416.0,7.72,140.0,3542876.61,Mid-range,112.6203
Tesla,Cybertruck,2025,Base,398.0,339.0,5.76,168.0,4654597.28,Mid-range,85.5069
Hyundai,Kona Electric,2023,Long Range,398.0,317.0,4.65,183.0,3398693.82,Mid-range,117.1038
BMW,i5,2025,Base,397.0,320.0,5.51,171.0,5699727.54,Premium,69.6525
Tesla,Model Y,2023,Standard,397.0,369.0,6.41,146.0,4461602.06,Mid-range,88.9815
Volkswagen,ID. Aero,2023,Standard,397.0,310.0,5.83,162.0,4283450.64,Mid-range,92.6823
Tesla,Model Y,2026,Premium,396.0,378.0,7.61,138.0,4622863.94,Mid-range,85.6612
BMW,iX,2025,Standard,396.0,355.0,5.38,171.0,5946611.98,Premium,66.5925
Audi,e-tron GT,2025,Base,396.0,388.0,5.56,167.0,5647504.96,Premium,70.1195
Tesla,Model S,2026,Base,396.0,316.0,7.68,133.0,4912044.48,Mid-range,80.6182
Hyundai,Ioniq,2024,Performance,395.0,380.0,2.56,200.0,3740529.46,Mid-range,105.6
BYD,Atto 3,2022,Performance,395.0,370.0,3.34,199.0,3196086.08,Mid-range,123.5887
Volkswagen,ID. Buzz,2024,Standard,394.0,352.0,6.36,148.0,3855473.89,Mid-range,102.1924
BYD,Seagull,2025,Standard,393.0,350.0,5.49,171.0,3097787.38,Mid-range,126.8647
Tesla,Cybertruck,2024,Base,393.0,348.0,5.24,159.0,5007317.15,Mid-range,78.4851
Tesla,Cybertruck,2022,Performance,393.0,380.0,3.15,199.0,4804396.28,Mid-range,81.8001
Hyundai,Ioniq 5,2023,Long Range,392.0,339.0,5.47,167.0,3485131.35,Mid-range,112.4778
Kia,EV6,2024,Standard,391.0,344.0,7.88,122.0,3750865.09,Mid-range,104.2426
Tesla,Cybertruck,2023,Performance,391.0,330.0,3.88,192.0,4676273.88,Mid-range,83.6136
Volkswagen,ID.3,2025,Long Range,391.0,288.0,5.0,181.0,3897939.49,Mid-range,100.3094
Hyundai,i30,2025,Standard,390.0,369.0,6.15,157.0,3494808.16,Mid-range,111.5941
Toyota,bZ4X,2022,Premium,390.0,345.0,6.6,151.0,3913042.13,Mid-range,99.6667
Tesla,Model Y,2021,Premium,390.0,337.0,5.77,155.0,5040508.4,Mid-range,77.3731
Tesla,Model Y,2026,Standard,390.0,389.0,5.59,162.0,4461848.38,Mid-range,87.4077
Fisker,Ocean,2022,Long Range,389.0,407.0,5.72,163.0,4966987.48,Mid-range,78.3171
Hyundai,Ioniq 6,2025,Premium,389.0,344.0,5.06,172.0,3745937.76,Mid-range,103.8458
Porsche,Taycan,2025,Premium,387.0,369.0,7.4,145.0,9293880.66,Luxury,41.6403
Ford,Explorer EV,2025,Base,387.0,360.0,6.36,153.0,3803988.62,Mid-range,101.7353
Tesla,Model S,2023,Base,387.0,382.0,7.9,136.0,4738645.88,Mid-range,81.6689
BMW,i5,2022,Performance,386.0,326.0,3.99,187.0,6193908.09,Premium,62.3193
Ford,Mustang Mach-E,2024,Base,385.0,389.0,7.85,123.0,3859367.5,Mid-range,99.7573
Volkswagen,ID.3,2025,Performance,384.0,393.0,2.63,200.0,3906263.6,Mid-range,98.3037
Tesla,Model 3,2025,Premium,384.0,366.0,5.81,158.0,5055438.2,Mid-range,75.9578
BMW,i3,2024,Premium,383.0,299.0,5.86,169.0,5798407.84,Premium,66.0526
BYD,Dolphin,2024,Long Range,383.0,328.0,4.79,169.0,3174211.58,Mid-range,120.6599
Kia,Niro EV,2024,Standard,383.0,312.0,6.46,164.0,3533599.76,Mid-range,108.3881
Ford,E-Transit,2025,Standard,382.0,355.0,6.72,157.0,3733961.35,Mid-range,102.3042
Kia,Picanto EV,2022,Base,381.0,354.0,7.32,141.0,3652767.62,Mid-range,104.3045
Tesla,Model Y,2025,Premium,381.0,308.0,6.66,139.0,4679517.02,Mid-range,81.4187
Toyota,bZ Compact SUV,2022,Premium,381.0,360.0,5.77,159.0,4026153.74,Mid-range,94.6313
Hyundai,i30,2024,Premium,381.0,313.0,6.33,159.0,3397245.93,Mid-range,112.1497
Mercedes,GLE EV,2026,Long Range,381.0,309.0,4.23,185.0,7474636.94,Premium,50.9724
Tesla,Model Y,2023,Base,380.0,293.0,6.71,151.0,4617489.88,Mid-range,82.2958
BYD,Yuan Plus,2026,Standard,380.0,335.0,5.44,174.0,2972944.02,Mid-range,127.8194
BYD,Atto 3,2025,Premium,380.0,328.0,6.36,149.0,2911918.04,Budget,130.4982
Tesla,Model S,2022,Premium,380.0,319.0,6.91,153.0,4933960.72,Mid-range,77.0172
Mercedes,GLE EV,2025,Premium,380.0,329.0,6.1,167.0,7716037.94,Premium,49.2481
BYD,Qin,2020,Long Range,380.0,353.0,4.59,189.0,3068796.18,Mid-range,123.8271
Tesla,Model S,2025,Base,379.0,325.0,6.79,145.0,4510518.86,Mid-range,84.0258
Ford,E-Transit,2025,Premium,379.0,335.0,5.26,173.0,3802555.76,Mid-range,99.6698
Kia,Picanto EV,2024,Performance,378.0,354.0,3.85,195.0,3572051.51,Mid-range,105.8215
BYD,Dolphin,2021,Standard,378.0,358.0,5.93,166.0,3062079.44,Mid-range,123.4455
Volkswagen,ID.4,2026,Standard,378.0,326.0,7.64,135.0,3715861.89,Mid-range,101.7261
Tesla,Cybertruck,2026,Base,378.0,320.0,6.63,151.0,4620029.95,Mid-range,81.8177
GM/Chevrolet,Silverado EV,2023,Premium,378.0,346.0,7.56,135.0,3482885.2,Mid-range,108.5307
Tesla,Cybertruck,2024,Premium,378.0,292.0,5.85,165.0,4153152.22,Mid-range,91.0152
BYD,Yuan Plus,2023,Base,377.0,393.0,6.02,160.0,3007307.61,Mid-range,125.3613
BYD,Dolphin,2022,Standard,377.0,392.0,7.18,141.0,2572246.72,Budget,146.5645
GM/Chevrolet,Silverado EV,2022,Base,376.0,332.0,6.56,152.0,3318951.32,Mid-range,113.2888
GM/Chevrolet,Bolt EV,2023,Performance,376.0,363.0,3.84,192.0,3293341.87,Mid-range,114.1697
BMW,i3,2025,Long Range,376.0,398.0,5.0,170.0,5578361.96,Premium,67.4033
BYD,Qin,2022,Premium,376.0,323.0,6.39,159.0,3268399.58,Mid-range,115.041
Kia,Niro EV,2023,Premium,376.0,343.0,5.12,168.0,3239481.03,Mid-range,116.068
Ford,Mustang Mach-E,2026,Base,376.0,361.0,5.55,159.0,3638447.37,Mid-range,103.3408
Audi,e-tron GT,2025,Long Range,375.0,380.0,5.27,166.0,5854283.53,Premium,64.0557
BMW,i3,2025,Standard,374.0,366.0,7.54,143.0,5767407.62,Premium,64.8472
Volkswagen,ID.4,2024,Standard,373.0,306.0,7.15,140.0,3767017.33,Mid-range,99.0173
Hyundai,Ioniq 5,2023,Base,373.0,388.0,7.7,134.0,3345303.92,Mid-range,111.4996
Volkswagen,ID.4,2024,Standard,373.0,366.0,7.64,139.0,3774053.04,Mid-range,98.8327
Tesla,Model X,2024,Premium,371.0,358.0,6.59,148.0,4785472.68,Mid-range,77.5263
Kia,Niro EV,2023,Standard,371.0,263.0,6.82,145.0,3517769.83,Mid-range,105.4645
Porsche,Taycan,2024,Long Range,371.0,339.0,4.29,188.0,9345567.16,Luxury,39.698
Volkswagen,ID.4,2023,Premium,370.0,382.0,7.27,135.0,3746523.09,Mid-range,98.7582
Kia,Picanto EV,2025,Base,370.0,314.0,7.79,128.0,3448787.98,Mid-range,107.2841
Ford,E-Transit,2026,Performance,369.0,380.0,4.3,180.0,4078224.34,Mid-range,90.4806
Audi,e-tron GT,2024,Base,369.0,263.0,6.28,160.0,5494192.28,Premium,67.1618
BMW,i7,2024,Standard,368.0,312.0,5.19,176.0,5413123.8,Mid-range,67.9829
Hyundai,Ioniq 6,2023,Base,368.0,362.0,7.12,155.0,3480134.71,Mid-range,105.743
Hyundai,Ioniq 5,2024,Premium,367.0,339.0,5.85,160.0,3435366.18,Mid-range,106.83
Ford,F-150 Lightning,2025,Premium,367.0,300.0,7.39,139.0,3701129.15,Mid-range,99.1589
Kia,Picanto EV,2025,Base,367.0,344.0,5.91,160.0,3458237.67,Mid-range,106.1234
BYD,Atto 3,2022,Premium,365.0,296.0,6.32,154.0,3012037.88,Mid-range,121.1804
Tesla,Model X,2022,Base,364.0,336.0,5.5,178.0,4445194.31,Mid-range,81.8862
Tesla,Model X,2023,Base,364.0,340.0,5.74,155.0,4670374.6,Mid-range,77.9381
Tesla,Model S,2023,Premium,364.0,303.0,6.36,153.0,4312248.12,Mid-range,84.4107
BYD,Atto 3,2026,Performance,363.0,329.0,2.71,200.0,2666444.74,Budget,136.1363
Volkswagen,ID. Aero,2023,Performance,363.0,288.0,4.49,180.0,3696991.72,Mid-range,98.1879
GM/Chevrolet,Bolt EV,2023,Base,363.0,331.0,6.83,139.0,3203887.49,Mid-range,113.2999
Hyundai,Ioniq 5,2024,Long Range,362.0,322.0,5.66,162.0,3475405.27,Mid-range,104.1605
BYD,Qin,2022,Standard,360.0,323.0,7.93,137.0,3132537.57,Mid-range,114.9228
Tesla,Model Y,2024,Base,360.0,277.0,6.9,136.0,3616865.96,Mid-range,99.5337
Audi,Q6 e-tron,2024,Base,359.0,342.0,5.48,173.0,5730523.17,Premium,62.647
BMW,i4,2025,Base,358.0,333.0,5.68,171.0,5577391.68,Premium,64.1877
BYD,Max,2023,Long Range,358.0,318.0,4.28,198.0,2997669.2,Mid-range,119.4261
Volkswagen,ID. Buzz,2025,Premium,357.0,330.0,7.88,132.0,3784815.36,Mid-range,94.3243
